text,language,source,model,topic
"A restaurant in Cape Town is gaining prominence by showcasing traditional Zulu cuisine. The owner aims to use authentic traditional dishes to introduce tourists to the true cultural identity and diversity of South Africa. By bringing these flavors to the city, the eatery provides visitors with a deeper understanding of the country's rich heritage.",eng,machine,gemma-4-31b-it,Ukudla kwesiZulu kubeke indawo yokudlela yaseKapa ebalazweni
"Ukudla kwesintu kwesiZulu sekubeke isikhumbuzo esikhulu eKapa, lapho indawo yokudlela entsha ibonisa ubuciko bokupheka kwesiZulu. Umnikazi walolu hlelo uchaza ukuthi isinqumo sakhe sishone ekutheni izivakashi ezifika eKapa zingakwazi ukubona ukuthi iNingizimu Afrika iyizwe elinjani ngokusebenzisa ukudla kwesintu. Lolu hlelo luhlose ukugqugquzela amasiko nobunjalo bezizwe ukuze kwaziwe kabanzi ngamagugu ethu. Lokhu sekudonsa abantu abaningi, okwenza ukuba kube nokuziqhenya okukhulu ngamasiko esiZulu kuleli dolobha.",zul,machine,gemma-4-31b-it,Ukudla kwesiZulu kubeke indawo yokudlela yaseKapa ebalazweni
"Ukudla kwesintu kwesiZulu kulethe udumo olukhulu ezindaweni zokudlela eziseKapa, okwenza lezi zindawo zaziwe kakhulu. Lokhu kusiza izivakashi ukuba zithole ulwazi ngokuceba kwamasiko ethu ngokunambitha izidlo ezilungiswe ngendlela yesintu. Ngokwethula ukudla okufana nesigwaqane nombila, lezi zindawo zigqugquzela ukuziqhenya ngobuyena nokuhlonipha ukuhlukahluka kwamasiko aseNingizimu Afrika. Ngakho-ke, ukudla kwesiZulu kusebenza njengembambiso yamasiko ethu efundisa umhlaba wonke ngokuthi singobani.",zul,machine,gemma-4-31b-it,Ukudla kwesiZulu kubeke indawo yokudlela yaseKapa ebalazweni
"Zulu cuisine is gaining significant recognition in Cape Town, helping to put local restaurants on the map. By serving traditional dishes, chefs aim to provide visitors with a more authentic understanding of South Africa's rich cultural diversity. These culinary experiences bridge the gap between different regions, showcasing the heritage of the Zulu people to a global audience. Ultimately, this initiative uses food as a powerful tool for cultural education and national identity.",eng,machine,gemma-4-31b-it,Ukudla kwesiZulu kubeke indawo yokudlela yaseKapa ebalazweni
"Indlela entsha yokulwa nenkohlakalo ezikhungweni zikahulumeni isiqala ukuthela izithelo ezibonakalayo. Lokhu kuza emva kwesithembiso senziwa ngowezi-2018 enkulumweni yesimo sezwe, lapho kugcizelelwa khona ukwenza uguquko olubonakalayo ekulweni nokukhwabanisa. Ngaphandle kokuhlanza iminyango kahulumeni, kuye kwenziwa imizamo eqinile yokulwa nenkohliso emkhakheni ozimele. Lezi zinyathelo zibonisa ukuzibophezela ekwakheni uhulumeni ohlanzekile nothembekile.",zul,machine,gemma-4-31b-it,Indlela entsha yokulwa nenkohlakalo ithela izithelo
"A new strategy to combat corruption is finally bearing fruit. This progress follows a commitment made during the February 2018 State of the Nation Address to overhaul how the government tackles graft and fraud within public and private institutions. By transforming the approach to accountability, the state is working to eradicate systemic dishonesty. These results signal a significant step forward in the ongoing battle for transparency and good governance.",eng,machine,gemma-4-31b-it,Indlela entsha yokulwa nenkohlakalo ithela izithelo
"Uhulumeni usebenzisa indlela entsha yokulwa nenkohlakalo njengoba kwesithembiso esenziwa eNkulumweni yeSimo SeZwe ngo-2018. Lolu hlelo luhlose ukulethela uguquko ezikhungweni zikahulumeni nokulwa nenkohliso emkhakheni wezombuso. Manje, lezi zinyathelo ziqala ukuthela izithelo ngokulwa nobubi bokwebiwa kwemali yombuso. Lokhu kuqinisekisa ukuthi kukhona ukuphaphama ekulweni nenkohlakalo ezweni.",zul,machine,gemma-4-31b-it,Indlela entsha yokulwa nenkohlakalo ithela izithelo
"In February 2018, during the first State of the Nation Address, a commitment was made to transform the approach to fighting corruption. This initiative specifically targeted corruption within government institutions and fraudulent activities in other sectors. These new strategies are now yielding positive results and are proving to be effective.",eng,machine,gemma-4-31b-it,Indlela entsha yokulwa nenkohlakalo ithela izithelo
Indlela entsha yokulwa nenkohlakalo ezikhungweni zikahulumeni isiqala ukuthela izithelo ezibonakalayo. Lokhu kulandela isithembiso esenziwa enkulumweni yokuqala yesimo sezwe ngoMfumfu ka-2018. Inhloso kwakuwukwenza uguquko olubanzi ekulweni nenkohlakalo kanye nokulwa nokukhwabanisa nenkohliso emkhakheni ozimele.,zul,machine,gemma-4-31b-it,Indlela entsha yokulwa nenkohlakalo ithela izithelo
A new approach to combating corruption is now yielding positive results. This development follows a commitment made during the first State of the Nation Address in 2018 to transform how the government fights corruption within its institutions. The initiative specifically aims to eradicate corruption and fraudulent activities across the public sector.,eng,machine,gemma-4-31b-it,Indlela entsha yokulwa nenkohlakalo ithela izithelo
"Kubalulekile ukuba abazali nabagadi baqaphele izimpawu zokuqala zomdlavuza ebantwaneni ukuze usizo lutholakale masinyane. U-Taryn Seegers, uMxhumanisi weNhlangano Yomdlavuza Wabantwana eNingizimu Afrika (i-CHOC), ugcizelela ukuthi ukwazi lezi zimpawu kuyisihluthulelo sokuthola isifo kusenesikhathi. Lokhu kubalulekile ngoba uma umdlavuza uhlo nzwe masinyane futhi welashwe, kuba namathuba amaningi okuthi ingane ilulame ngokugcwele.",zul,machine,gemma-4-31b-it,Qaphela izimpawu zokuqala zomdlavuza ebantwaneni
"Kubalulekile kakhulu ukuqaphela izimpawu zokuqala zomdlavuza ebantwaneni ukuze bathole usizo lwezokwelapha masinyane. Uma lo mkhuhlane utholakala kusenesikhathi, kuba namathuba amaningi okuthi ingane iphulukele ngokuphelele. Izinhlangano ezifana ne-CHOC zigcizelela ukuthi abazali bazi izimpawu ezivamise ukuvela ukuze kuvikeleke impilo yezingane.",zul,machine,gemma-4-31b-it,Qaphela izimpawu zokuqala zomdlavuza ebantwaneni
"Abazali nabagadi bakhuthazwa ukuba baqaphele izimpawu zokuqala zomdlavuza ebantwaneni. UMxhumanisi weNhlangano Yomdlavuza Wabantwana eNingizimu Afrika (i-CHOC), u-Taryn Seegers, uthi ukwazi lezi zimpawu kubaluleke kakhulu ekusindiseni izimpilo. Lokhu kubalulekile ngoba uma umdlavuza uhlo nzwe kusenesikhathi futhi welashwa, kuba maningi amathuba okwelulama ngokugcwele.",zul,machine,gemma-4-31b-it,Qaphela izimpawu zokuqala zomdlavuza ebantwaneni
Consuming alcohol during pregnancy can seriously jeopardize the health and development of your unborn child. Expectant mothers who are struggling to curb their drinking are urged not to face this challenge alone. Please visit your nearest health clinic to access the professional support and vital care needed to ensure a healthy pregnancy.,eng,machine,gemma-4-31b-it,Utshwala bungalimaza impilo yomntwana  wakho ongakazalwa
"Ukuphuza utshwala ngenkathi ukhulelwe kungalimaza kakhulu impilo yomntwana ongakazalwa. Lokhu kungaholela ekutheni ingane ingakhule ngendlela efanele noma ibe nezinkinga zezempilo eziningi. Uma ubhekana nobunzima bokungakwazi ukuzithiba otshwaleni, sicela ungabi namahloni okufuna usizo. Vakashela imitho yempilo eseduze nawe ukuze uthole ukwesekwa okufanele ukuze ube nokukhulelwa okuphephile.",zul,machine,gemma-4-31b-it,Utshwala bungalimaza impilo yomntwana  wakho ongakazalwa
Alcohol consumption during pregnancy can seriously harm the health of an unborn baby. Health officials are urging pregnant women who struggle with alcohol dependence to seek professional support to ensure a healthy pregnancy. Those facing these challenges are encouraged to visit their nearest health facility for immediate assistance and guidance.,eng,machine,gemma-4-31b-it,Utshwala bungalimaza impilo yomntwana  wakho ongakazalwa
Ukubanjwa kweNgqungquthela Yotshalomali yokuqala ngo-2018 kwakuyisinyathelo esibalulekile sokwakha isisekelo esiqinile sotshalomali emnothweni wethu. Le ngqungquthela iyingxenye yomkhankaso obhungele ukubheka ukuthi singafika emgceleni wezinkulungwane zemali ezilinganiselwa ku-R1.2 billion. Inhloso enkulu wukuthuthukisa amabhizinisi amasha nokunikeza ukusekelwa okwanele okuzotholakala eminyakeni ezayo.,zul,machine,gemma-4-26b-a4b-it,Sakha isisekelo sotshalomali
"The inaugural Investment Conference held in June 2018 served as a key component of an ambitious fundraising campaign. This initiative aims to secure R1.2 billion to drive new investment opportunities in the coming years. By reaching this target, the organization seeks to build a robust foundation for long-term economic growth.",eng,machine,gemma-4-26b-a4b-it,Sakha isisekelo sotshalomali
Ingqungquthela yokuqala yoTshalomali ibanjwe ngonyaka ka-2018 njengengxenye yomkhankaso obalulekile wokunika amandla ezinhlelo ezintsha. Lo mkhankaso uhlose ukuqongelela imali engaba ngu-R1.2 billion eyenzelwe ukwakha isisekelo esiqinile sotshalomali eminyakeni ezayo. Inhloso enkulu wukuthuthukisa umnotho ngokusebenzisa le mali ukuletha amathuba amasha nentuthuko ehlala isikhathi eside.,zul,machine,gemma-4-26b-a4b-it,Sakha isisekelo sotshalomali
"Ngozi-2018, kwakubanjelwe iNgqungquthela Yotshalomali yeSibambe ngenhloso yokwakha isisekelo sotshalomali olusha. Le ngqungquthela yaba yingxenye yomkhankaso wokukhuphula isigidigidi semali engu-R1.2 bili, eyayibhekiswe ekutshalweni kwemali eminyakeni emihla nje. Lolu hlelo luhlose ukusebenzisa le mali ukwakha isisekelo esiqinile sotshalomali.",zul,machine,gemma-4-26b-a4b-it,Sakha isisekelo sotshalomali
The inaugural Investment Summit was launched in 2018 as a key component of a strategic fundraising campaign. This initiative aims to raise R1.2 billion to fund new investment projects in the coming years. The summit serves as the foundation for a long-term effort to secure the capital necessary to drive significant economic development.,eng,machine,gemma-4-26b-a4b-it,Sakha isisekelo sotshalomali
"Ukwakha isisekelo esiqinile sotshalomali kubalulekile ekukhuliseni umnotho nasekuqinisekiseni ukuthi izimali zisebenza ngendlela efanele. Ngokubamba inkqungquthela yotshalomali yokuqala ngo-2018, saqala uhambo lokunqamulela imali engama-R1.2 billion ekuvuseleleni imikhakha emisha yokutshala imali. Lokhu kuzosiza ekudaleni amathuba emisebenzi nasekuqinisekiseni ukuthi isisekelo sezomnotho siba namandla kakhulu eminyakeni ezayo.",zul,machine,gemma-4-26b-a4b-it,Sakha isisekelo sotshalomali
"I-ASIDI isakhulisa ingqalasizinda yesikole ngokushesha okukhulu, okuveza ukuzibophezela kwayo ekuthuthukiseni imfundo. Lesi sikole, esizinze eMthatha eMpumalanga Kapa, siqale umsebenzi wokwakha isakhiwo segalaji emzini wakwaNkululeko Ralo, oyiLungu lomphakathi okuthiwa usisize kulo msebenzi. Nakuba eminyakeni eyedlule isikole sabhekana nezinselelo zokuhleleka kwemisebenzi, manje intuthuko ibonakala ngokusobala.",zul,machine,gemma-4-26b-a4b-it,I-ASIDI yakha ngokushesha ingqalasizinda yesikole
"ASIDI is making rapid strides in developing vital school infrastructure in Mthatha, Eastern Cape. The school has recently begun utilizing a new glass-structured facility situated on the property of community member Nkululeko Ralo. This development offers much-needed relief to the institution, which has struggled with inadequate facilities for many years.",eng,machine,gemma-4-26b-a4b-it,I-ASIDI yakha ngokushesha ingqalasizinda yesikole
"Isikole esiseduze naseMthatha eMpumalanga Kapa sase sisebenzisa isakhiwo esincane segalaji ekhaya likanNkululeko Ralo. Manje, uhlangano lwe-ASIDI luqalile ukwakha ingqalasizinda entsha nengcono kakhulu ukuze sithuthukise isimo sesikole. Lolu hlelo luzosiza abafundi ukuba bafunde endaweni ekhululekile nephephile.",zul,machine,gemma-4-26b-a4b-it,I-ASIDI yakha ngokushesha ingqalasizinda yesikole
"ASIDI is rapidly developing much-needed infrastructure for a school located in Mthatha, Eastern Cape. For several years, the school has been operating out of a makeshift structure at the home of a local community member, Nkululeko Ralo. This new construction project aims to replace those inadequate facilities with permanent and stable learning environments for the students.",eng,machine,gemma-4-26b-a4b-it,I-ASIDI yakha ngokushesha ingqalasizinda yesikole
"Uhlangano lwe-ASIDI luyashesha ekwakheni ingqalasizinda yesikole esiseMthatha, eMpumalanga Kapa. Kusalimile ukusebenza kwesakhiwo segalaji ekhaya lomphakathi uNkululeko Ralo, okuhloselwe ukunikeza isikole izidingo ezifanele. Lokhu kuza emva kweminyaka eminingi lapho lesi sikole sase sithutha izikhathi ezinzima ngenxa yokushoda kwezinsiza.",zul,machine,gemma-4-26b-a4b-it,I-ASIDI yakha ngokushesha ingqalasizinda yesikole
"ASIDI has commenced the rapid development of school infrastructure in Mthatha, Eastern Cape. The project involves the construction of a new glass structure situated at the residence of community member Nkululeko Ralo. This initiative aims to address the various infrastructural challenges and delays that the school has faced in recent years.",eng,machine,gemma-4-26b-a4b-it,I-ASIDI yakha ngokushesha ingqalasizinda yesikole
"I-ASIDI isenza inqubekela phambili kakhulu ngokwakha ingqalasizinda yesikole kuleli lali laseMthatha, eMpumalanga Kapa. Ngemva kweminyaka enzima yokushoda kwezakhiwo, lesi sikole manje sisebenzisa isakhiwo esisekhaya likanNkululeko Ralo ukuze kuthuthukiswe imfundo. Lokhu kwakheka ngokushesha kwalezi zingqalasizinda kuzoletha ushintsho oluhle nokuqinisekisa indawo engcono yokufunda kubafundi.",zul,machine,gemma-4-26b-a4b-it,I-ASIDI yakha ngokushesha ingqalasizinda yesikole
"ASIDI is undertaking a rapid initiative to develop essential school infrastructure in Mthatha, Eastern Cape. This project aims to provide a permanent solution for the school, which has historically faced significant facility challenges. Currently, learners are forced to use a makeshift structure located at the home of community member Nkululeko Ralo. By accelerating construction, ASIDI seeks to establish a stable and conducive learning environment for the students.",eng,machine,gemma-4-26b-a4b-it,I-ASIDI yakha ngokushesha ingqalasizinda yesikole
"A major breakthrough in NSFAS funding is on the horizon, offering a significant opportunity for students across the country. The Department of Higher Education and Training has indicated that this support is available to both recent school leavers and those currently pursuing studies at any higher education institution. As the application window approaches, eligible youth are encouraged to prepare their documentation to ensure they do not miss out on this crucial financial aid.",eng,machine,gemma-4-26b-a4b-it,Umnqamulajuqu woxhaso lwe-NSFAS ususondele
"Isikhathi sokufaka izicelo zoxhaso lwe-NSFAS ususondele kakhulu. Lolu hlobo loxhaso lulungele intsha eseyiqedile ukufunda noma esavele ifunda kulezo zikhungo zemfundo ephakeme. Lo msebenzi ukhokhelwa uMnyango Wezemfundo Ephakeme Nokuqeqeshwa ukuze kukhuthazwe ukufunda kwentsha. Ngakho-ke, kubalulekile ukuthi abafundi balungiselele imininingwane yabo ukuze bangaphuthelwa yithuba lokuthola lolu xhaso.",zul,machine,gemma-4-26b-a4b-it,Umnqamulajuqu woxhaso lwe-NSFAS ususondele
The Department of Higher Education and Training has announced that NSFAS funding opportunities are approaching. This financial support is available to young people who are currently studying or have already completed their studies at any level of higher education. Eligible students should prepare to submit their applications as the process nears.,eng,machine,gemma-4-26b-a4b-it,Umnqamulajuqu woxhaso lwe-NSFAS ususondele
"Phakathi kukaNtulikazi noMandulo ngonyaka ka-2021, kubhalwe ukuthi abantu abayizi-9 556 badlwengulwe, kanti iningi labo kwakungabesifazane. Lesi sibalo sikhombisa ukukhula okungaphezulu ngo-7% uma kuqhathaniswa nombiko owedlule, okuyinto edala ukukhathazeka okukhulu emphakathini. Lezi zibalo zibuhlungu kakhulu futhi zikhombisa ukuthi ukuhlukunyezwa kwabesifazane sekuyinkinga emangalisayo, kanti kumele kuqashelwe ukuthi asikho isizathu esikufanele ukuthi umuntu enze ubugebengu obunjalo.",zul,machine,gemma-4-26b-a4b-it,Asikho isizathu se-GBV
"Recent statistics reveal a harrowing surge in Gender-Based Violence, with 9,556 individuals falling victim to rape. The majority of those affected were women, representing a concerning 7% increase compared to the previous reporting period. As these numbers continue to climb, it serves as a grim reminder that there is absolutely no excuse for such violence.",eng,machine,gemma-4-26b-a4b-it,Asikho isizathu se-GBV
"Kugcizelelwa ukuthi asikho isizathu se-GBV emiphakathini yethu. Phakathi kukaNtulikazi noMandulo kowezi-2021, kunesibalo esibuhlungu sabantu abayizi-9 556 abadlwengulwe, lapho iningi labo kwakungabesifazane. Lesi sibalo sikhombisa ukukhula okungaphezulu ngo-7% uma kuqhathaniswa nombiko owedlule.",zul,machine,gemma-4-26b-a4b-it,Asikho isizathu se-GBV
"A total of 9,556 individuals, the majority of whom were women, were victims of rape between Ntulikazi and Mandulo in 2021. This figure represents a 7% increase compared to the previous reporting period. The statistics highlight a significant rise in the prevalence of gender-based violence during this timeframe.",eng,machine,gemma-4-26b-a4b-it,Asikho isizathu se-GBV
"Phakathi kukaNtulikazi noMandulo kowezi-2021, kunezibalo ezibuhlungu ezikhombisa ukuthi abantu abayizintoba nezinkulungwane (9 556), kanti iningi labo kwakungabesifazane, badlwengulwa. Lokhu kukhombisa ukuthi leli sabalo likhule ngama-7% uma sibhekisela emibikweni edlule. Kumele siqonde ukuthi asikho isizathu esivumela ukwenzeka kobubi be-GBV, ngoba ukuhlukunyezwa akusona isenzo esivunyelwe. Kumele siphakamise izwi ukuze siqede lo mkhuba owenza isizwe sikhale.",zul,machine,gemma-4-26b-a4b-it,Asikho isizathu se-GBV
"Recent reports highlight a devastating surge in gender-based violence, noting that 9,556 individuals—the majority of whom were women—were victims of rape. This figure represents a concerning 7% increase compared to the previous reporting period, signaling a growing crisis. These statistics serve as a stark reminder that there is absolutely no excuse for gender-based violence. We must take decisive action to protect survivors and hold perpetrators accountable to end this cycle of abuse.",eng,machine,gemma-4-26b-a4b-it,Asikho isizathu se-GBV
The Vuk Talks are digital communication discussions hosted by the Government Communication and Knowledge Transfer Program Division. These sessions provide free training and various business resources designed to support entrepreneurial development. The primary goal of the initiative is to foster empowerment and help individuals navigate the challenges of running a business.,eng,machine,gemma-4-26b-a4b-it,Ukuqeqeshwa kwamahhala kanye nezinsiza zokwenza amabhizinisi
Uhlelo lukaHulumeni lwezokuxhumana nokudluliswa kolwazi luhlinze ngezinkulumo ezenziwa ngezobuchwepheshe ezaziwa ngeVuk Talks. Lezi zingxoxo zibanjwe ngenhloso yokunikeza ukuqeqeshwa kwamahhala kanye nezinsiza zokwenza amabhizinisi ukuze kugqugquzelwe amandla emphakathini. Lolu hlelo luhlose ukusiza abantu ukuba babhekane nezinselelo ngokunikeza ulwazi nendlela yokuthuthukisa amabhizinisi abo.,zul,machine,gemma-4-26b-a4b-it,Ukuqeqeshwa kwamahhala kanye nezinsiza zokwenza amabhizinisi
"The Government Department of Communications and Knowledge Transfer recently hosted ""Vuk Talks,"" a series of tech-driven social media discussions. These sessions provided participants with free training and essential business resources to foster entrepreneurial growth. The initiative aims to empower individuals and help them navigate and overcome various professional challenges.",eng,machine,gemma-4-26b-a4b-it,Ukuqeqeshwa kwamahhala kanye nezinsiza zokwenza amabhizinisi
"The Vuk Talks, hosted by the Government Communication and Information System (GCIS), serve as a digital platform dedicated to promoting empowerment and entrepreneurship. These sessions offer participants access to free training and essential business development resources designed to enhance their professional capabilities. By providing these tools, the initiative aims to equip aspiring entrepreneurs with the necessary knowledge to build and sustain successful businesses.",eng,machine,gemma-4-26b-a4b-it,Ukuqeqeshwa kwamahhala kanye nezinsiza zokwenza amabhizinisi
"Ukukhothama kukaMbhishobhi uDesmond Tutu kushiye isizwe sinovalo, kodwa kusiqhutshwa umyalezo obalulekile wokuthi kufanele siqhubeke nomsebenzi wakhe. Kudingeka ukuthi sisebenze ngokubambisana ngamandla ukuqinisa intando yeningi nokuqinisekisa ukuthi izimiso zobulungiswa azitshabalali. Ngokubambisana kuphela, singakwazi ukugcina ifa lakhe elikhulu lenkululeko nokuqinisa isisekelo sesizwe sethu.",zul,machine,gemma-4-26b-a4b-it,Masisebenze ngokubambisana ukuqinisa intando yeningi labantu
"Amidst the profound grief shared at St George’s Cathedral, a powerful call for unity has resonated throughout the nation. There is a renewed sense of purpose to work collectively to strengthen the will of the people, honoring the enduring legacy of Archbishop Desmond Tutu. In this moment of mourning, the message remains clear: our greatest strength lies in our ability to stand together for the common good.",eng,machine,gemma-4-26b-a4b-it,Masisebenze ngokubambisana ukuqinisa intando yeningi labantu
"Ngomhlaka 1 kuJanuwari 2022, isizwe sabuthana eSt George’s Cathedral eKapa ukuzokhumbula nokuhlonipha uMbhishobhi uDesmond Tutu. Impilo yakhe ibilokhu ibonisa ukubumbana nokulwela amalungelo abantu kanye nentando yeningi. Ngakho-ke, kumele sisebenze ngokubambisana ukuqinisa amandla ezwi labantu ukuze siqinisekise ukubusa kwentando yeningi.",zul,machine,gemma-4-26b-a4b-it,Masisebenze ngokubambisana ukuqinisa intando yeningi labantu
"The call to work together to strengthen the will of the people is deeply rooted in the legacy of Archbishop Desmond Tutu. Following his passing in early 2022, the nation gathered at St George’s Cathedral to mourn a leader who championed justice and democratic principles. This solemn occasion serves as a powerful reminder for citizens to unite in protecting and upholding the collective voice of the people.",eng,machine,gemma-4-26b-a4b-it,Masisebenze ngokubambisana ukuqinisa intando yeningi labantu
"Ngosuku lokuqala lonyaka ka-2022, isizwe sabuthana eSt George’s Cathedral eKapa ukuzovovala uMbhishobhi omkhulu uDesmond Tutu. Kwakungumzuzu obuhlungu kakhulu kuleli lizwe ngenxa yokulahlekelwa yilesi sikhulu esithandekayo. Ngakho-ke, kukhuthazwa wonke umuntu ukuba masisebenze ngokubambisana ukuqinisa intando yeningi labantu.",zul,machine,gemma-4-26b-a4b-it,Masisebenze ngokubambisana ukuqinisa intando yeningi labantu
"On January 1, 2022, the nation gathered in solemn mourning at St George’s Cathedral in Cape Town to honor the life of Archbishop Desmond Tutu. The service marked a deeply painful moment as citizens united to pay their final respects to the iconic leader. In the wake of this loss, there is a renewed call for all to work together in unity to strengthen the collective will of the people.",eng,machine,gemma-4-26b-a4b-it,Masisebenze ngokubambisana ukuqinisa intando yeningi labantu
"UMbhishobhi uDesmond Tutu ube yisibonelo esikhulu sokulwela ubulungiswa kanye nentando yeningi esizweni lethu. Ukuze siqhubekise lo mkhuba, kufanele sisebenze ngokubambisana ukuqinisa amandla ezimvo zabantu nokuqiniseka ukuthi wonke umuntu uyazwakala. Lokhu kusho ukubambisela izinhloso zokwakha isizwe esinobulungiswa nesinokuzinza. Ngokubambisana kuphela, singaqinisekisa ukuthi intando yeningi ihlala iqinile futhi iqhubeka nokukhokhela intuthuko yethu.",zul,machine,gemma-4-26b-a4b-it,Masisebenze ngokubambisana ukuqinisa intando yeningi labantu
Those who profited from COVID-19 corruption are set to face the full force of the law following the release of the Special Investigating Unit's (SIU) final report. The investigation uncovered extensive fraudulent activities involving the misuse of relief funds across all branches of government. This report marks a critical step in holding perpetrators accountable for exploiting pandemic-era resources for personal gain.,eng,machine,gemma-4-26b-a4b-it,Ababhebhezeli benkohlakalo ye-COVID-19 babhekane nomthetho
"Umbiko wokugcina woPhiko Olukhethekile Kwezokuphenywa Kwamacala (i-SIU) usuvele wakhombisa imiphumela yophenyo mayelana nokusetshenziswa budedengu kwezimali ze-COVID-19 ezinhlakeni zonke zikahulumeni. Lolu phenyo lutholile ukuthi imali eyayibekelwe ukulwa nezifo isetshenziswe ngendlela engafanele ukuze abanye abantu baphile ngokunyenyeza. Ngakho-ke, bonke ababebhebhezela le nkohlakalo manje sebobhekana nomthetho ngenxa yokudla imali eyayibekelwe abantu abadinga usizo.",zul,machine,gemma-4-26b-a4b-it,Ababhebhezeli benkohlakalo ye-COVID-19 babhekane nomthetho
Individuals who profited from COVID-19 corruption are now facing legal action following an investigation by the Special Investigating Unit (SIU). The SIU has released its final report regarding the suspected misuse of pandemic-related funds across various government sectors. This report details the findings of the probe into the fraudulent use of emergency relief resources.,eng,machine,gemma-4-26b-a4b-it,Ababhebhezeli benkohlakalo ye-COVID-19 babhekane nomthetho
"IPhiko Olukhethekile Kwezokuphenywa Kwamacala (i-SIU) likhiphe umbiko walo wokugcina mayelana nokusetshenziswa budedengu kwezimali ze-COVID-19. Lolu phando lubheke izinsolo zokukhohlakala kuzo zonke izinhlaka zikahulumeni. Ngenxa yalo mbiko, ababhebhezeli benkohlakalo manje sebobhekene nomthetho ngenxa yezenzo zabo zokusebenzisa kabi imali yomphakathi.",zul,machine,gemma-4-26b-a4b-it,Ababhebhezeli benkohlakalo ye-COVID-19 babhekane nomthetho
"The Special Investigating Unit (SIU) has released its final report following investigations into the suspected misuse of COVID-19 relief funds. The probe examined allegations of corruption and mismanagement across all branches of government. As a result, those who benefited from the fraudulent distribution of these funds are now facing legal consequences.",eng,machine,gemma-4-26b-a4b-it,Ababhebhezeli benkohlakalo ye-COVID-19 babhekane nomthetho
"IPhiko Olukhethekile Kwezokuphenywa Kwamacala (i-SIU) likhiphe umbiko wokugcina olubika ngokusebenzisa budedengu kwezimali ezinikezelwe ngesikhathi se-COVID-19. Lolu phando lubonise ukuthi abantu abathile baphumelele ngenkohlakalo ngokuntshontsha imali eyayibhekiswe ekusizeni abantu abadinga usizo. Manje, ababhebhezeli benkohlakalo kumele babhekane nomthetho ukuze kubekwe obulungiswa futhi kuqinisekiswe ukuthi akukho okwenzeka futhi. Lokhu kubalulekile ekugcineni ukuthi imali yomphakathi isetshenziswe ngendlela efanele.",zul,machine,gemma-4-26b-a4b-it,Ababhebhezeli benkohlakalo ye-COVID-19 babhekane nomthetho
The Special Investigating Unit (SIU) has released a final report regarding the suspected misuse of COVID-19 relief funds across various government branches. The investigation revealed that individuals and entities who profited from corruption during the pandemic are now facing legal consequences. This crackdown serves as a vital step toward ensuring accountability and recovering public resources stolen during the global health crisis.,eng,machine,gemma-4-26b-a4b-it,Ababhebhezeli benkohlakalo ye-COVID-19 babhekane nomthetho
"Uhulumu, ngomnyango wezeMfundo Ephakeme kanye Nokuqeqeshwa (DHET), ukhombise ukuzibophezela ekusekeleni intsha ngokusebenzisa i-CACH, eyinsiza yezobuchwepheshe ebalulekile. Lolu hlelo lubhekiswe ekuxhumaniseni abafundi namathuba amaningi okufunda, ikakhulukazi labo abafuna izikhala zokungena ezikhungweni zemfundo ephakeme njengeyunivesi. Ngokusebenzisa le nkundla, abafundi bathola ithuba eliqondile lokuthola ulwazi olubalulekile oluzobasiza ukuba baphumelele emfundweni yabo.",zul,machine,gemma-4-26b-a4b-it,I-CACH ixhumanisa abafundi namathuba okufunda
I-CACH iyinsiza yezobuchwepheshe kahulumeni ekhokhelwa nguMnyango Wezemfundo Ephakeme kanye Nokuqeqeshwa (DHET). Lolu hlelo luhlose ukuxhumanisa abafundi namathuba amasha okufunda nokuqeqeshwa ezingeni eliphezulu. Lusiza kakhulu labo abafuna ukuthola izindlela zokungena enyuvesi ngokunikeza imininingwane ebalulekile mayelana namathuba okufunda.,zul,machine,gemma-4-26b-a4b-it,I-CACH ixhumanisa abafundi namathuba okufunda
CACH is a government-managed technological service provided by the Department of Higher Education and Training (DHET). The program is designed to connect students with various learning opportunities. It specifically assists learners in finding pathways to secure entry into university education.,eng,machine,gemma-4-26b-a4b-it,I-CACH ixhumanisa abafundi namathuba okufunda
"I-CACH iyinsiza yezobuchwepheshe kahulumeni ephathwe nguMnyango Wezemfundo Ephakeme kanye Nokuqeqeshwa (DHET). Lolu hlelo luhlose ukuxhumanisa abafundi namathuba amaningi okufunda nokuphumelela. Ngakolunye uhlangothi, lusiza kakhulu labo abafuna izikhala zokungena enyuvesi ngokubakhombisa imininingwane ebalulekile mayelana nemfundo ephakeme.",zul,machine,gemma-4-26b-a4b-it,I-CACH ixhumanisa abafundi namathuba okufunda
"The I-CACH technological service, managed by the Department of Higher Education and Training (DHET), is working to humanize the educational experience for students. The program provides essential support to learners seeking to secure university placement and academic opportunities. By bridging these access gaps, the initiative aims to expand higher education prospects and create more inclusive learning pathways.",eng,machine,gemma-4-26b-a4b-it,I-CACH ixhumanisa abafundi namathuba okufunda
